question,pororo_ner
오카와 슈메이와 대화를 나눴던 인물이 일본으로 갔던 해는?,"[('오카와 슈메이', 'PERSON'), ('와', 'O'), (' ', 'O'), ('대화를', 'O'), (' ', 'O'), ('나눴던', 'O'), (' ', 'O'), ('인물이', 'O'), (' ', 'O'), ('일본', 'COUNTRY'), ('으로', 'O'), (' ', 'O'), ('갔던', 'O'), (' ', 'O'), ('해는?', 'O')]"
"최영손이 아버지, 형제들과 파저강으로 정벌 간 년도는?","[('최영손', 'PERSON'), ('이', 'O'), (' ', 'O'), ('아버지', 'CIVILIZATION'), (',', 'O'), (' ', 'O'), ('형제', 'CIVILIZATION'), ('들과', 'O'), (' ', 'O'), ('파저강', 'LOCATION'), ('으로', 'O'), (' ', 'O'), ('정벌', 'O'), (' ', 'O'), ('간', 'O'), (' ', 'O'), ('년도는?', 'O')]"
암흑에너지가 우주에 가하는 힘의 종류는?,"[('암흑에너지가', 'O'), (' ', 'O'), ('우주에', 'O'), (' ', 'O'), ('가하는', 'O'), (' ', 'O'), ('힘의', 'O'), (' ', 'O'), ('종류는?', 'O')]"
학생은 성서의 어떤 부분을 모두 자르기 시작했는가?,"[('학생', 'OCCUPATION'), ('은', 'O'), (' ', 'O'), ('성서', 'ARTIFACT'), ('의', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('부분을', 'O'), (' ', 'O'), ('모두', 'O'), (' ', 'O'), ('자르기', 'O'), (' ', 'O'), ('시작했는가?', 'O')]"
황용주는 어떤 단체의 자산을 빼앗아 정수장학회를 설립하였나요?,"[('황용주', 'PERSON'), ('는', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('단체의', 'O'), (' ', 'O'), ('자산을', 'O'), (' ', 'O'), ('빼앗아', 'O'), (' ', 'O'), ('정수장학회', 'ORGANIZATION'), ('를', 'O'), (' ', 'O'), ('설립하였나요?', 'O')]"
"1944년 미국, 영국, 캐나다 연합군 공동작전을 수행한 프랑스의 지역은?","[('1944년', 'DATE'), (' ', 'O'), ('미국', 'COUNTRY'), (',', 'O'), (' ', 'O'), ('영국', 'COUNTRY'), (',', 'O'), (' ', 'O'), ('캐나다', 'COUNTRY'), (' ', 'O'), ('연합군', 'ORGANIZATION'), (' ', 'O'), ('공동작전을', 'O'), (' ', 'O'), ('수행한', 'O'), (' ', 'O'), ('프랑스', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('지역은?', 'O')]"
유노를 사랑과 결혼의 척도를 나타내주는 신으로 비유하는 신앙은?,"[('유노', 'PERSON'), ('를', 'O'), (' ', 'O'), ('사랑과', 'O'), (' ', 'O'), ('결혼의', 'O'), (' ', 'O'), ('척도를', 'O'), (' ', 'O'), ('나타내주는', 'O'), (' ', 'O'), ('신으로', 'O'), (' ', 'O'), ('비유하는', 'O'), (' ', 'O'), ('신앙은?', 'O')]"
군자정은 누구를 기리기 위해 지어졌나?,"[('군자정', 'ARTIFACT'), ('은', 'O'), (' ', 'O'), ('누구를', 'O'), (' ', 'O'), ('기리기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('지어졌나?', 'O')]"
클린턴의 군대 내 성소수자 권리 정책에 대한 보수진영의 생각은 무엇인가?,"[('클린턴', 'PERSON'), ('의', 'O'), (' ', 'O'), ('군대', 'O'), (' ', 'O'), ('내', 'O'), (' ', 'O'), ('성소수자', 'CIVILIZATION'), (' ', 'O'), ('권리', 'O'), (' ', 'O'), ('정책에', 'O'), (' ', 'O'), ('대한', 'O'), (' ', 'O'), ('보수진영의', 'O'), (' ', 'O'), ('생각은', 'O'), (' ', 'O'), ('무엇인가?', 'O')]"
수감 생활의 고통에 비하면 고문의 고통은 아무것도 아니라고 기술한 인물은?,"[('수감', 'O'), (' ', 'O'), ('생활의', 'O'), (' ', 'O'), ('고통에', 'O'), (' ', 'O'), ('비하면', 'O'), (' ', 'O'), ('고문의', 'O'), (' ', 'O'), ('고통은', 'O'), (' ', 'O'), ('아무것도', 'O'), (' ', 'O'), ('아니라고', 'O'), (' ', 'O'), ('기술한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
은미희가 《누에는 고치 속에서 무슨 꿈을 꾸는가》로 상을 받기 전에 연습 삼아 소설을 집필했던 기간은?,"[('은미희', 'PERSON'), ('가', 'O'), (' ', 'O'), ('《', 'O'), ('누에는 고치 속에서 무슨 꿈을 꾸는가', 'ARTIFACT'), ('》로', 'O'), (' ', 'O'), ('상을', 'O'), (' ', 'O'), ('받기', 'O'), (' ', 'O'), ('전에', 'O'), (' ', 'O'), ('연습', 'O'), (' ', 'O'), ('삼아', 'O'), (' ', 'O'), ('소설', 'STUDY_FIELD'), ('을', 'O'), (' ', 'O'), ('집필했던', 'O'), (' ', 'O'), ('기간은?', 'O')]"
가내작업반을 별도로 만들어 상품을 판매하면 얼마의 조세가 징수되는가?,"[('가내작업반을', 'O'), (' ', 'O'), ('별도로', 'O'), (' ', 'O'), ('만들어', 'O'), (' ', 'O'), ('상품을', 'O'), (' ', 'O'), ('판매하면', 'O'), (' ', 'O'), ('얼마의', 'O'), (' ', 'O'), ('조세가', 'O'), (' ', 'O'), ('징수되는가?', 'O')]"
가수 '최승이'가 무용 공연을 펼쳤던 작품은?,"[('가수', 'CIVILIZATION'), (' ', 'O'), (""'"", 'O'), ('최승이', 'PERSON'), (""'가"", 'O'), (' ', 'O'), ('무용', 'STUDY_FIELD'), (' ', 'O'), ('공연을', 'O'), (' ', 'O'), ('펼쳤던', 'O'), (' ', 'O'), ('작품은?', 'O')]"
위협 첩보때문에 문 전 대표 신변은 누가 보호하였는가?,"[('위협', 'O'), (' ', 'O'), ('첩보때문에', 'O'), (' ', 'O'), ('문', 'PERSON'), (' ', 'O'), ('전', 'O'), (' ', 'O'), ('대표', 'OCCUPATION'), (' ', 'O'), ('신변은', 'O'), (' ', 'O'), ('누가', 'O'), (' ', 'O'), ('보호하였는가?', 'O')]"
라인하르트 연대가 대적한 상대는?,"[('라인하르트 연대', 'ORGANIZATION'), ('가', 'O'), (' ', 'O'), ('대적한', 'O'), (' ', 'O'), ('상대는?', 'O')]"
<백설공주에게 죽음을>이 아마존에서 가장 많이 팔린 기간은?,"[('<', 'O'), ('백설공주에게 죽음을', 'ARTIFACT'), ('>이', 'O'), (' ', 'O'), ('아마존', 'TERM'), ('에서', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('많이', 'O'), (' ', 'O'), ('팔린', 'O'), (' ', 'O'), ('기간은?', 'O')]"
마르티노가 교황이 되는 것을 승인했었지만 후에 후회한 사람은?,"[('마르티노', 'PERSON'), ('가', 'O'), (' ', 'O'), ('교황', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('되는', 'O'), (' ', 'O'), ('것을', 'O'), (' ', 'O'), ('승인했었지만', 'O'), (' ', 'O'), ('후에', 'O'), (' ', 'O'), ('후회한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
재판에서 교황 하드리아노 1세와 교황 레오 3세가 수도원의 땅을 불법적으로 차지했다고 주장한 사람은?,"[('재판에서', 'O'), (' ', 'O'), ('교황', 'CIVILIZATION'), (' ', 'O'), ('하드리아노', 'PERSON'), (' ', 'O'), ('1세', 'QUANTITY'), ('와', 'O'), (' ', 'O'), ('교황', 'CIVILIZATION'), (' ', 'O'), ('레오', 'PERSON'), (' ', 'O'), ('3세', 'QUANTITY'), ('가', 'O'), (' ', 'O'), ('수도원의', 'O'), (' ', 'O'), ('땅을', 'O'), (' ', 'O'), ('불법적으로', 'O'), (' ', 'O'), ('차지했다고', 'O'), (' ', 'O'), ('주장한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
웨사구셋에서 학살당한 것은 누구인가?,"[('웨사구셋', 'LOCATION'), ('에서', 'O'), (' ', 'O'), ('학살당한', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('누구인가?', 'O')]"
반구헌에 거주하던 인물은?,"[('반구헌', 'ARTIFACT'), ('에', 'O'), (' ', 'O'), ('거주하던', 'O'), (' ', 'O'), ('인물은?', 'O')]"
엘로이즈의 삼촌 이름은?,"[('엘로이즈', 'PERSON'), ('의', 'O'), (' ', 'O'), ('삼촌', 'CIVILIZATION'), (' ', 'O'), ('이름은?', 'O')]"
크렘린을 되찾아온 러시아 사람은?,"[('크렘린', 'LOCATION'), ('을', 'O'), (' ', 'O'), ('되찾아온', 'O'), (' ', 'O'), ('러시아', 'COUNTRY'), (' ', 'O'), ('사람은?', 'O')]"
포이즌 필 조항에 의거해 옵셔널벤쳐스코리아의 대표이사가 타의로 물러날 경우 받게 되는 금액은?,"[('포이즌 필', 'CIVILIZATION'), (' ', 'O'), ('조항에', 'O'), (' ', 'O'), ('의거해', 'O'), (' ', 'O'), ('옵셔널벤쳐스코리아', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('대표이사', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('타의로', 'O'), (' ', 'O'), ('물러날', 'O'), (' ', 'O'), ('경우', 'O'), (' ', 'O'), ('받게', 'O'), (' ', 'O'), ('되는', 'O'), (' ', 'O'), ('금액은?', 'O')]"
페일로드군과 카크스군이 힘을 합쳐 맞서 싸운 적은 누구였는가?,"[('페일로드군', 'ORGANIZATION'), ('과', 'O'), (' ', 'O'), ('카크스군', 'ORGANIZATION'), ('이', 'O'), (' ', 'O'), ('힘을', 'O'), (' ', 'O'), ('합쳐', 'O'), (' ', 'O'), ('맞서', 'O'), (' ', 'O'), ('싸운', 'O'), (' ', 'O'), ('적은', 'O'), (' ', 'O'), ('누구였는가?', 'O')]"
인도 철학은 나스티카와 무엇으로 분리되어 있었나요?,"[('인도', 'COUNTRY'), (' ', 'O'), ('철학', 'STUDY_FIELD'), ('은', 'O'), (' ', 'O'), ('나스티카', 'PERSON'), ('와', 'O'), (' ', 'O'), ('무엇으로', 'O'), (' ', 'O'), ('분리되어', 'O'), (' ', 'O'), ('있었나요?', 'O')]"
리비우가 우크라이나의 민족주의 사상의 핵심이 된 계기는?,"[('리비우', 'PERSON'), ('가', 'O'), (' ', 'O'), ('우크라이나', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('민족주의', 'THEORY'), (' ', 'O'), ('사상의', 'O'), (' ', 'O'), ('핵심이', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('계기는?', 'O')]"
선비족 족장 독발수기의 침입에 대응하여 가충이 출전할 것을 추천한 사람은?,"[('선비족', 'CIVILIZATION'), (' ', 'O'), ('족장', 'CIVILIZATION'), (' ', 'O'), ('독발수기', 'ARTIFACT'), ('의', 'O'), (' ', 'O'), ('침입에', 'O'), (' ', 'O'), ('대응하여', 'O'), (' ', 'O'), ('가충', 'PERSON'), ('이', 'O'), (' ', 'O'), ('출전할', 'O'), (' ', 'O'), ('것을', 'O'), (' ', 'O'), ('추천한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
셀주크가 시르다리야 근처로 이주하기 전의 거주지는?,"[('셀주크', 'PERSON'), ('가', 'O'), (' ', 'O'), ('시르다리야', 'LOCATION'), (' ', 'O'), ('근처로', 'O'), (' ', 'O'), ('이주하기', 'O'), (' ', 'O'), ('전의', 'O'), (' ', 'O'), ('거주지는?', 'O')]"
야마다 히사시의 팀 감독은 누구인가?,"[('야마다 히사시', 'PERSON'), ('의', 'O'), (' ', 'O'), ('팀', 'O'), (' ', 'O'), ('감독', 'OCCUPATION'), ('은', 'O'), (' ', 'O'), ('누구인가?', 'O')]"
탑신의 몸돌 앞면에는 어떤 글씨가 쓰여져 있나요?,"[('탑신의', 'O'), (' ', 'O'), ('몸돌', 'O'), (' ', 'O'), ('앞면에는', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('글씨가', 'O'), (' ', 'O'), ('쓰여져', 'O'), (' ', 'O'), ('있나요?', 'O')]"
타스만 빙하와 머치슨 빙하에서 흘러내린 물의 최종 도착지는?,"[('타스만 빙하', 'LOCATION'), ('와', 'O'), (' ', 'O'), ('머치슨 빙하', 'LOCATION'), ('에서', 'O'), (' ', 'O'), ('흘러내린', 'O'), (' ', 'O'), ('물의', 'O'), (' ', 'O'), ('최종', 'O'), (' ', 'O'), ('도착지는?', 'O')]"
1976년 오프 시즌 훈련 당시 요미우리 OB코치는 누구였나?,"[('1976년', 'DATE'), (' ', 'O'), ('오프', 'O'), (' ', 'O'), ('시즌', 'O'), (' ', 'O'), ('훈련', 'O'), (' ', 'O'), ('당시', 'O'), (' ', 'O'), ('요미우리', 'ORGANIZATION'), (' ', 'O'), ('OB', 'ORGANIZATION'), ('코치', 'OCCUPATION'), ('는', 'O'), (' ', 'O'), ('누구였나?', 'O')]"
메카동을 우주의 끝에 날리려는 목표를 가진 인물은?,"[('메카동', 'ARTIFACT'), ('을', 'O'), (' ', 'O'), ('우주의', 'O'), (' ', 'O'), ('끝에', 'O'), (' ', 'O'), ('날리려는', 'O'), (' ', 'O'), ('목표를', 'O'), (' ', 'O'), ('가진', 'O'), (' ', 'O'), ('인물은?', 'O')]"
지구연방군이 붉은 혜성이라 부르는 인물은?,"[('지구연방군', 'ORGANIZATION'), ('이', 'O'), (' ', 'O'), ('붉은', 'O'), (' ', 'O'), ('혜성이라', 'O'), (' ', 'O'), ('부르는', 'O'), (' ', 'O'), ('인물은?', 'O')]"
갈릴레오가 발견한 다른 위성과 달리 이오에게만 존재하지 않는 것은?,"[('갈릴레오', 'PERSON'), ('가', 'O'), (' ', 'O'), ('발견한', 'O'), (' ', 'O'), ('다른', 'O'), (' ', 'O'), ('위성', 'TERM'), ('과', 'O'), (' ', 'O'), ('달리', 'O'), (' ', 'O'), ('이오', 'PERSON'), ('에게만', 'O'), (' ', 'O'), ('존재하지', 'O'), (' ', 'O'), ('않는', 'O'), (' ', 'O'), ('것은?', 'O')]"
다래 열매의 껍질은 무슨색인가요?,"[('다래 열매', 'PLANT'), ('의', 'O'), (' ', 'O'), ('껍질은', 'O'), (' ', 'O'), ('무슨색인가요?', 'O')]"
혈액침하가 나타나는 혈액성분은?,"[('혈액', 'TERM'), ('침하가', 'O'), (' ', 'O'), ('나타나는', 'O'), (' ', 'O'), ('혈액성분은?', 'O')]"
아그리콜라가 아일랜드 인접하여 성을 축조한 장소는 어디인가?,"[('아그리콜라', 'PERSON'), ('가', 'O'), (' ', 'O'), ('아일랜드', 'COUNTRY'), (' ', 'O'), ('인접하여', 'O'), (' ', 'O'), ('성을', 'O'), (' ', 'O'), ('축조한', 'O'), (' ', 'O'), ('장소는', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
비트켄슈타인이 케임브리지 대학교수로 임명되면서 얻은 것은?,"[('비트켄슈타인', 'PERSON'), ('이', 'O'), (' ', 'O'), ('케임브리지', 'ORGANIZATION'), (' ', 'O'), ('대학교수', 'OCCUPATION'), ('로', 'O'), (' ', 'O'), ('임명되면서', 'O'), (' ', 'O'), ('얻은', 'O'), (' ', 'O'), ('것은?', 'O')]"
어린갑의 비늘조각을 고대 로마에서는 무엇이라 불렀나?,"[('어린갑의', 'O'), (' ', 'O'), ('비늘조각을', 'O'), (' ', 'O'), ('고대', 'DATE'), (' ', 'O'), ('로마', 'CITY'), ('에서는', 'O'), (' ', 'O'), ('무엇이라', 'O'), (' ', 'O'), ('불렀나?', 'O')]"
잉천이 유명해지는 것은 어떤 작품 발표 후인가?,"[('잉천', 'PERSON'), ('이', 'O'), (' ', 'O'), ('유명해지는', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('작품', 'O'), (' ', 'O'), ('발표', 'O'), (' ', 'O'), ('후인가?', 'O')]"
245점 미만의 세포에게 잡아 먹힐 수 있는 홀은?,"[('245점 미만', 'QUANTITY'), ('의', 'O'), (' ', 'O'), ('세포에게', 'O'), (' ', 'O'), ('잡아', 'O'), (' ', 'O'), ('먹힐', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('홀', 'TERM'), ('은?', 'O')]"
니렌기 성과 밀접한 관련이 있는 성은?,"[('니렌기 성', 'ARTIFACT'), ('과', 'O'), (' ', 'O'), ('밀접한', 'O'), (' ', 'O'), ('관련이', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('성은?', 'O')]"
윤치호가 서재필을 찾아간 이후 향한 지역은?,"[('윤치호', 'PERSON'), ('가', 'O'), (' ', 'O'), ('서재필', 'PERSON'), ('을', 'O'), (' ', 'O'), ('찾아간', 'O'), (' ', 'O'), ('이후', 'O'), (' ', 'O'), ('향한', 'O'), (' ', 'O'), ('지역은?', 'O')]"
유세군은 누구와의 관계 때문에 시를 지었나요?,"[('유세군', 'ORGANIZATION'), ('은', 'O'), (' ', 'O'), ('누구와의', 'O'), (' ', 'O'), ('관계', 'O'), (' ', 'O'), ('때문에', 'O'), (' ', 'O'), ('시', 'STUDY_FIELD'), ('를', 'O'), (' ', 'O'), ('지었나요?', 'O')]"
지동설의 옹호자들을 억누른 기관은?,"[('지동설', 'THEORY'), ('의', 'O'), (' ', 'O'), ('옹호자', 'CIVILIZATION'), ('들을', 'O'), (' ', 'O'), ('억누른', 'O'), (' ', 'O'), ('기관은?', 'O')]"
정보 통신 분야와 관계를 가진 광운대학교의 시발점은?,"[('정보', 'O'), (' ', 'O'), ('통신', 'O'), (' ', 'O'), ('분야와', 'O'), (' ', 'O'), ('관계를', 'O'), (' ', 'O'), ('가진', 'O'), (' ', 'O'), ('광운대학교', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('시발점은?', 'O')]"
테세우스의 어머니는?,"[('테세우스', 'PERSON'), ('의', 'O'), (' ', 'O'), ('어머니', 'CIVILIZATION'), ('는?', 'O')]"
"위에서 아래로 하중이 작용할 경우, 보의 아랫부분은 어떻게 되나요?","[('위', 'TERM'), ('에서', 'O'), (' ', 'O'), ('아래', 'TERM'), ('로', 'O'), (' ', 'O'), ('하중이', 'O'), (' ', 'O'), ('작용할', 'O'), (' ', 'O'), ('경우,', 'O'), (' ', 'O'), ('보의', 'O'), (' ', 'O'), ('아랫', 'TERM'), ('부분은', 'O'), (' ', 'O'), ('어떻게', 'O'), (' ', 'O'), ('되나요?', 'O')]"
이를 빈약한 용이라 여긴 국가는 어디인가?,"[('이를', 'O'), (' ', 'O'), ('빈약한', 'O'), (' ', 'O'), ('용', 'ANIMAL'), ('이라', 'O'), (' ', 'O'), ('여긴', 'O'), (' ', 'O'), ('국가는', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
가장 먼저 손기정 선수의 활약상을 칭찬한 언론사는?,"[('가장', 'O'), (' ', 'O'), ('먼저', 'O'), (' ', 'O'), ('손기정', 'PERSON'), (' ', 'O'), ('선수', 'OCCUPATION'), ('의', 'O'), (' ', 'O'), ('활약상을', 'O'), (' ', 'O'), ('칭찬한', 'O'), (' ', 'O'), ('언론사는?', 'O')]"
1986 피파 월드컵 8강전이 열린 곳은?,"[('1986', 'DATE'), (' ', 'O'), ('피파 월드컵', 'EVENT'), (' ', 'O'), ('8강전', 'EVENT'), ('이', 'O'), (' ', 'O'), ('열린', 'O'), (' ', 'O'), ('곳은?', 'O')]"
이 그림은 석가모니의 어떤 모습을 담았나?,"[('이', 'O'), (' ', 'O'), ('그림은', 'O'), (' ', 'O'), ('석가모니', 'PERSON'), ('의', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('모습을', 'O'), (' ', 'O'), ('담았나?', 'O')]"
칠갑산 암각화의 그림은 어떠한 방식으로 표현되었나?,"[('칠갑산 암각화', 'ARTIFACT'), ('의', 'O'), (' ', 'O'), ('그림은', 'O'), (' ', 'O'), ('어떠한', 'O'), (' ', 'O'), ('방식으로', 'O'), (' ', 'O'), ('표현되었나?', 'O')]"
전체주의의 특징을 규정한 한나 아렌트의 저서는?,"[('전체주의', 'THEORY'), ('의', 'O'), (' ', 'O'), ('특징을', 'O'), (' ', 'O'), ('규정한', 'O'), (' ', 'O'), ('한나 아렌트', 'PERSON'), ('의', 'O'), (' ', 'O'), ('저서는?', 'O')]"
연역법과 같이 수학에서 증명하는데 사용할 수 있는 방법은?,"[('연역법', 'THEORY'), ('과', 'O'), (' ', 'O'), ('같이', 'O'), (' ', 'O'), ('수학', 'STUDY_FIELD'), ('에서', 'O'), (' ', 'O'), ('증명하는데', 'O'), (' ', 'O'), ('사용할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('방법은?', 'O')]"
교육부가 주장하는 자사고 지정에 관한 마지막 주 결정자는?,"[('교육부', 'ORGANIZATION'), ('가', 'O'), (' ', 'O'), ('주장하는', 'O'), (' ', 'O'), ('자사고', 'O'), (' ', 'O'), ('지정에', 'O'), (' ', 'O'), ('관한', 'O'), (' ', 'O'), ('마지막', 'DATE'), (' ', 'O'), ('주', 'O'), (' ', 'O'), ('결정자', 'CIVILIZATION'), ('는?', 'O')]"
고속 증식로는 경제적 측면이 어떤 단계에서 기존 방식의 원자로를 뛰어넘고자 하는가?,"[('고속', 'O'), (' ', 'O'), ('증식로는', 'O'), (' ', 'O'), ('경제적', 'O'), (' ', 'O'), ('측면이', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('단계에서', 'O'), (' ', 'O'), ('기존', 'O'), (' ', 'O'), ('방식의', 'O'), (' ', 'O'), ('원자로를', 'O'), (' ', 'O'), ('뛰어넘고자', 'O'), (' ', 'O'), ('하는가?', 'O')]"
독일의 화력전에서 살아남은 건물은?,"[('독일', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('화력전에서', 'O'), (' ', 'O'), ('살아남은', 'O'), (' ', 'O'), ('건물은?', 'O')]"
윤치호가 미국의 특징이 인종주의라고 생각하게 만든 인물은?,"[('윤치호', 'PERSON'), ('가', 'O'), (' ', 'O'), ('미국', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('특징이', 'O'), (' ', 'O'), ('인종주의', 'THEORY'), ('라고', 'O'), (' ', 'O'), ('생각하게', 'O'), (' ', 'O'), ('만든', 'O'), (' ', 'O'), ('인물은?', 'O')]"
로키가 슬레이프니르를 낳을때 변신한 동물은?,"[('로키', 'PERSON'), ('가', 'O'), (' ', 'O'), ('슬레이프니르', 'ANIMAL'), ('를', 'O'), (' ', 'O'), ('낳을때', 'O'), (' ', 'O'), ('변신한', 'O'), (' ', 'O'), ('동물은?', 'O')]"
일년 전쟁에서 가장 강력한 기체도 이기지 못한 인물은?,"[('일년', 'DATE'), (' ', 'O'), ('전쟁에서', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('강력한', 'O'), (' ', 'O'), ('기체도', 'O'), (' ', 'O'), ('이기지', 'O'), (' ', 'O'), ('못한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
미국과 영국의 경계를 서쪽의 로키산맥까지 연장하게 된 회담은?,"[('미국', 'COUNTRY'), ('과', 'O'), (' ', 'O'), ('영국', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('경계를', 'O'), (' ', 'O'), ('서쪽', 'TERM'), ('의', 'O'), (' ', 'O'), ('로키산맥', 'LOCATION'), ('까지', 'O'), (' ', 'O'), ('연장하게', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('회담은?', 'O')]"
호박 잎의 끝 부분은 몇 개로 나뉘어지는가?,"[('호박 잎', 'PLANT'), ('의', 'O'), (' ', 'O'), ('끝', 'O'), (' ', 'O'), ('부분은', 'O'), (' ', 'O'), ('몇', 'O'), (' ', 'O'), ('개로', 'O'), (' ', 'O'), ('나뉘어지는가?', 'O')]"
자유 연상은 어떤 학문을 근거로 한 기법인가요?,"[('자유', 'O'), (' ', 'O'), ('연상은', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('학문을', 'O'), (' ', 'O'), ('근거로', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('기법인가요?', 'O')]"
경제위기에 맞서 임금 협약의 중지를 주장한 사람은?,"[('경제위기에', 'O'), (' ', 'O'), ('맞서', 'O'), (' ', 'O'), ('임금', 'O'), (' ', 'O'), ('협약의', 'O'), (' ', 'O'), ('중지를', 'O'), (' ', 'O'), ('주장한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
첼레스티노 1세가 기록상으로 처음 언급되었을때의 직책은?,"[('첼레스티노', 'PERSON'), (' ', 'O'), ('1세', 'QUANTITY'), ('가', 'O'), (' ', 'O'), ('기록상으로', 'O'), (' ', 'O'), ('처음', 'O'), (' ', 'O'), ('언급되었을때의', 'O'), (' ', 'O'), ('직책은?', 'O')]"
리치몬드 발렌타인이 제작한 칩은 무엇을 파괴하기 위해 만들어졌나요?,"[('리치몬드 발렌타인', 'ORGANIZATION'), ('이', 'O'), (' ', 'O'), ('제작한', 'O'), (' ', 'O'), ('칩은', 'O'), (' ', 'O'), ('무엇을', 'O'), (' ', 'O'), ('파괴하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('만들어졌나요?', 'O')]"
